Date,Open,High,Low,Close,Adj Close,Volume
2002-07-01,5.239737,5.540927,5.239737,5.412679,4.001257,21923
2002-07-02,5.523439,5.537041,5.421423,5.443769,4.024240,61044
2002-07-03,5.505950,5.545785,5.328151,5.466116,4.040759,34160
2002-07-04,5.501093,5.572018,5.417537,5.528297,4.086726,27892
2002-07-05,5.563274,5.656546,5.474860,5.590478,4.132694,58976
2002-07-08,5.501093,5.718727,5.501093,5.625455,4.158549,48909
2002-07-09,5.590478,5.758562,5.568132,5.616711,4.152085,321846
2002-07-10,5.488462,5.488462,5.146465,5.222249,3.860484,138434
2002-07-11,4.978382,5.213504,4.978382,5.186300,3.833909,15027
2002-07-12,5.501093,5.501093,5.244595,5.319407,3.932307,24187
2002-07-15,5.324265,5.479718,5.191158,5.333009,3.942362,50330
2002-07-16,5.199902,5.438911,5.199902,5.315521,3.929433,24928
2002-07-17,4.702453,5.137721,4.618897,5.044449,3.729047,21356
2002-07-18,4.880252,5.146465,4.835559,5.080398,3.755622,27532
2002-07-19,5.026961,5.203789,5.022103,5.151323,3.808052,13380
2002-07-22,5.080398,5.146465,4.968666,4.973524,3.676617,21665
2002-07-23,4.818071,5.084284,4.818071,5.061938,3.741976,40161
2002-07-24,5.058051,5.128977,4.937575,5.061938,3.741976,34479
2002-07-25,5.058051,5.058051,4.791838,4.849162,3.584685,38185
2002-07-26,5.146465,5.146465,4.729657,4.871508,3.601203,51760
2002-07-29,4.223463,4.250667,3.903813,4.250667,3.142254,17188
2002-07-30,4.170026,4.325479,4.036920,4.276900,3.161646,66561
2002-07-31,4.179742,4.303133,4.148651,4.210833,3.112807,5557
2002-08-01,4.250667,4.516881,4.250667,4.458586,3.295956,31134
2002-08-02,4.068010,4.610153,4.068010,4.498421,3.325403,28211
2002-08-05,4.596550,4.791838,4.525625,4.791838,3.542307,18835
2002-08-06,4.627641,4.681078,4.627641,4.649987,3.437447,6690
2002-08-07,4.800582,4.854019,4.658732,4.752003,3.512860,24825
2002-08-08,4.791838,4.791838,4.614039,4.649987,3.437447,16581
2002-08-09,4.658732,4.702453,4.574204,4.702453,3.476231,32421
2002-08-12,4.614039,4.791838,4.614039,4.614039,3.410872,10807
2002-08-13,4.610153,4.702453,4.525625,4.574204,3.381424,11321
2002-08-14,4.569346,4.641243,4.525625,4.538256,3.354850,11908
2002-08-15,4.538256,4.538256,4.538256,4.538256,3.354850,0
2002-08-16,4.614039,4.693709,4.569346,4.645129,3.433855,7986
2002-08-19,4.525625,4.720913,4.516881,4.543113,3.358441,15449
2002-08-20,4.529511,4.529511,4.383774,4.427495,3.272972,17239
2002-08-21,4.525625,4.614039,4.436239,4.441097,3.283027,27326
2002-08-22,4.441097,4.441097,4.347826,4.436239,3.279434,6175
2002-08-23,4.458586,4.480932,4.458586,4.480932,3.312475,20842
2002-08-26,4.436239,4.436239,4.179742,4.436239,3.279434,5043
2002-08-27,4.480932,4.512023,4.436239,4.436239,3.279434,10817
2002-08-28,4.370172,4.560602,4.370172,4.410007,3.260044,3087
2002-08-29,4.401263,4.458586,4.347826,4.347826,3.214077,4888
2002-08-30,4.396405,4.574204,4.392518,4.525625,3.345513,13894
2002-09-02,4.370172,4.370172,4.347826,4.347826,3.214077,6947
2002-09-03,4.392518,4.396405,4.370172,4.370172,3.230597,9263
2002-09-04,4.392518,4.436239,4.383774,4.436239,3.279434,20173
2002-09-05,4.436239,4.472188,4.436239,4.467330,3.302419,1893
2002-09-06,4.347826,4.525625,4.347826,4.436239,3.279434,11836
2002-09-09,4.356570,4.414865,4.352683,4.401263,3.253580,4117
2002-09-10,4.401263,4.401263,4.401263,4.401263,3.253580,0
2002-09-11,4.396405,4.432353,4.347826,4.375030,3.234188,6432
2002-09-12,4.508136,4.508136,4.392518,4.445955,3.286618,3602
2002-09-13,4.436239,4.436239,4.392518,4.436239,3.279434,5866
2002-09-16,4.436239,4.458586,4.392518,4.432353,3.276563,24702
2002-09-17,4.436239,4.458586,4.418751,4.418751,3.266508,24938
2002-09-18,4.436239,4.463444,4.396405,4.410007,3.260044,17713
2002-09-19,4.356570,4.489676,4.356570,4.414865,3.263635,39379
2002-09-20,3.749332,4.436239,3.749332,4.423609,3.270099,14800
2002-09-23,4.498421,4.525625,4.392518,4.512023,3.335458,27079
2002-09-24,4.498421,4.498421,4.418751,4.436239,3.279434,26142
2002-09-25,4.352683,4.436239,4.347826,4.392518,3.247115,14512
2002-09-26,4.392518,4.392518,4.392518,4.392518,3.247115,0
2002-09-27,4.405149,4.410007,4.405149,4.410007,3.260044,3087
2002-09-30,4.418751,4.418751,4.392518,4.392518,3.247115,4117
2002-10-01,4.392518,4.436239,4.392518,4.396405,3.249989,5732
2002-10-02,4.396405,4.396405,4.396405,4.396405,3.249989,0
2002-10-03,4.347826,4.347826,4.347826,4.347826,3.214077,2058
2002-10-04,4.361428,4.378916,4.356570,4.356570,3.220541,6226
2002-10-07,4.401263,4.436239,4.392518,4.392518,3.247115,24135
2002-10-08,4.436239,4.436239,4.347826,4.370172,3.230597,18269
2002-10-09,4.316735,4.370172,4.312849,4.361428,3.224133,6895
